user_id,gender,age,income,signup_date,signup_year,age_group,income_group,amount,spend_group,frequency,monetary,tenure,F,M,T,FMT,male,age_norm,inc_norm,f_norm,m_norm,t_norm,comp1,comp2,comp3,cluster,customer_cluster
1,F,55,112000,2017-07-15,2017,3,5,77.01,5,3,77.01,54,1,4,2,142,0,0.4457831325301205,0.9111111111111111,0.09090909090909091,0.047871249277362325,0.21311475409836067,0.45580282814940454,-0.09149197579411143,-0.2709808145861505,0,Gold Customers
2,F,75,100000,2017-05-09,2017,5,5,159.27,8,7,159.27,56,3,6,2,362,0,0.6867469879518072,0.7777777777777778,0.21212121212121213,0.09900602353467727,0.24590163934426224,0.45733039783890367,-0.015918994835143762,0.0030678713066801646,0,Gold Customers
3,M,68,70000,2018-04-26,2018,4,3,57.730000000000004,4,3,57.730000000000004,44,1,4,1,141,1,0.6024096385542169,0.4444444444444444,0.09090909090909091,0.03588634230336485,0.0491803278688524,0.15521987218811303,-0.2708550131433704,0.10840057663281046,3,Bronze Customers
4,M,65,53000,2018-02-09,2018,4,2,36.43,3,3,36.43,47,1,3,1,131,1,0.5662650602409639,0.25555555555555554,0.09090909090909091,0.02264575524184274,0.09836065573770492,-0.02268012826569341,-0.23954986442860302,0.17948157309531984,3,Bronze Customers
5,M,58,51000,2017-11-11,2017,3,2,15.62,2,3,15.62,50,1,2,1,121,1,0.4819277108433735,0.23333333333333328,0.09090909090909091,0.009709763845116211,0.14754098360655732,-0.08805094034279108,-0.19888432673246373,0.12127268460846914,3,Bronze Customers
6,F,61,57000,2017-09-11,2017,4,2,85.55,5,6,85.55,52,3,4,2,342,0,0.5180722891566265,0.30000000000000004,0.18181818181818182,0.05317991657808527,0.180327868852459,-0.025306154401102097,-0.12751246117412468,0.11588430084416959,3,Bronze Customers
7,M,26,46000,2014-02-13,2014,1,2,56.22,4,9,56.22,95,4,4,3,443,1,0.0963855421686747,0.1777777777777778,0.2727272727272727,0.0349476903567499,0.8852459016393444,-0.3829238641667849,0.5384026751042338,-0.16576375710240399,2,Diamond Customers
8,F,62,71000,2016-02-11,2016,4,4,160.25,8,8,160.25,71,4,6,3,463,0,0.5301204819277109,0.4555555555555556,0.24242424242424243,0.09961521486426843,0.49180327868852447,0.09670653643944083,0.19832540554667716,0.044888710788109736,2,Diamond Customers
9,M,49,52000,2014-11-13,2014,2,2,144.10999999999999,7,7,144.10999999999999,86,3,6,3,363,1,0.37349397590361444,0.24444444444444446,0.21212121212121213,0.08958220664018547,0.7377049180327868,-0.16312731022176202,0.3978568974106725,0.02714957270820593,2,Diamond Customers
10,M,57,42000,2017-12-31,2017,3,1,19.1,2,5,19.1,48,2,2,1,221,1,0.4698795180722891,0.1333333333333333,0.15151515151515152,0.011873014688970528,0.11475409836065564,-0.18593800504008426,-0.21517766689045836,0.16492503403482472,3,Bronze Customers
11,F,61,40000,2018-05-01,2018,4,1,20.78,2,5,20.78,44,2,2,1,221,0,0.5180722891566265,0.1111111111111111,0.15151515151515152,0.01291734268255537,0.0491803278688524,-0.1771372284708799,-0.27618634177561224,0.21674642196446267,3,Bronze Customers
12,F,40,71000,2016-05-04,2016,2,4,300.68,10,16,300.68,68,6,8,3,683,0,0.2650602409638554,0.4555555555555556,0.48484848484848486,0.18690984589945855,0.4426229508196722,-0.07405576045019988,0.23673815801609402,-0.1800590772376765,2,Diamond Customers
13,M,64,100000,2017-09-09,2017,4,5,211.29000000000002,9,7,211.29000000000002,52,3,7,2,372,1,0.5542168674698795,0.7777777777777778,0.21212121212121213,0.1313428939074651,0.180327868852459,0.3912272002701879,-0.0776149858542617,-0.1114368317446012,0,Gold Customers
14,F,78,71000,2017-06-16,2017,5,4,155.46,8,8,155.46,55,4,6,2,462,0,0.7228915662650602,0.4555555555555556,0.24242424242424243,0.09663763683494023,0.2295081967213114,0.204962705207062,-0.04069934516227289,0.20536338317815242,3,Bronze Customers
15,M,42,69000,2013-08-11,2013,2,3,91.4,6,5,91.4,102,2,5,3,253,1,0.28915662650602414,0.43333333333333335,0.15151515151515152,0.05681641584146106,1.0,-0.05068951291799044,0.6278159411679067,-0.14112955591610893,2,Diamond Customers
16,F,56,88000,2018-04-28,2018,3,5,75.62,5,3,75.62,44,1,4,1,141,0,0.45783132530120485,0.6444444444444445,0.09090909090909091,0.04700719218743201,0.0491803278688524,0.24511696181606968,-0.26105993295060487,-0.12066673294897116,0,Gold Customers
17,F,33,52000,2017-09-26,2017,1,2,17.9,2,5,17.9,51,2,2,2,222,0,0.18072289156626506,0.24444444444444446,0.15151515151515152,0.011127066122124211,0.16393442622950816,-0.24850642751370539,-0.17063531512393418,-0.13788756382328735,1,Silver Customers
18,F,46,59000,2017-09-11,2017,2,3,2.88,1,1,2.88,52,1,1,2,112,0,0.3373493975903614,0.3222222222222222,0.030303030303030304,0.001790276560431158,0.180327868852459,-0.08291967904471143,-0.18838853922856072,-0.048468700409093526,1,Silver Customers
19,M,59,41000,2015-01-21,2015,3,1,52.08,4,9,52.08,84,4,3,3,433,1,0.49397590361445787,0.12222222222222223,0.2727272727272727,0.03237416780113011,0.7049180327868851,-0.21396297315067392,0.378087383374308,0.198054045655196,2,Diamond Customers
20,M,67,96000,2014-08-23,2014,4,5,206.88,9,8,206.88,89,4,7,3,473,1,0.5903614457831325,0.7333333333333333,0.24242424242424243,0.12860153292430485,0.7868852459016393,0.35411287705657546,0.49561345720249256,-0.050615942723421445,0,Gold Customers
21,O,53,52000,2017-09-16,2017,3,2,18.740000000000002,2,5,18.740000000000002,52,2,2,2,222,0,0.42168674698795183,0.24444444444444446,0.15151515151515152,0.011649230118916633,0.180327868852459,-0.12103559355077198,-0.1483709735600089,0.06582614836107133,3,Bronze Customers
22,M,22,70000,2017-09-25,2017,1,3,106.38,6,6,106.38,51,3,5,2,352,1,0.048192771084337366,0.4444444444444444,0.18181818181818182,0.0661283404509259,0.16393442622950816,-0.15344752861279148,-0.14575332243273292,-0.35877011268954034,1,Silver Customers
23,F,96,89000,2017-11-17,2017,5,5,81.92,5,4,81.92,50,2,4,1,241,0,0.9397590361445785,0.6555555555555556,0.12121212121212122,0.050923422163375164,0.14754098360655732,0.5031301814501544,-0.1440575004553555,0.2819035116077559,0,Gold Customers
24,M,40,33000,2016-07-09,2016,2,1,40.94,4,11,40.94,66,5,3,3,533,1,0.2650602409638554,0.033333333333333326,0.33333333333333337,0.025449278605573476,0.4098360655737705,-0.4121789303324961,0.11107387557856128,0.05054234846111752,1,Silver Customers
25,F,69,57000,2016-08-14,2016,4,2,213.49,9,14,213.49,65,6,7,3,673,0,0.6144578313253012,0.30000000000000004,0.42424242424242425,0.13271046628001665,0.39344262295081966,-0.011217633021934723,0.16483677932288301,0.19933315486545025,2,Diamond Customers
26,M,56,68000,2014-05-11,2014,3,3,167.67000000000002,8,9,167.67000000000002,93,4,7,3,473,1,0.45783132530120485,0.4222222222222223,0.2727272727272727,0.1042276635026015,0.8524590163934427,0.017731684234100972,0.540851425777926,0.00535673009794171,2,Diamond Customers
27,F,26,63000,2017-08-12,2017,1,3,73.38,5,17,73.38,53,6,4,2,642,0,0.0963855421686747,0.3666666666666667,0.5151515151515151,0.045614754862652214,0.19672131147540983,-0.2476350992192372,-0.006416595857965744,-0.2689048576383258,1,Silver Customers
28,M,75,40000,2015-11-12,2015,5,1,155.53,8,10,155.53,74,5,6,3,563,1,0.6867469879518072,0.1111111111111111,0.30303030303030304,0.09668115050133959,0.540983606557377,-0.11657417321068043,0.24700770047758577,0.3620311485073682,2,Diamond Customers
29,F,20,30000,2016-07-11,2016,1,1,29.89,3,8,29.89,66,4,2,3,423,0,0.02409638554216867,0.0,0.24242424242424243,0.018580335552530317,0.4098360655737705,-0.5537527725528926,0.07009518822484807,-0.13664719697116873,1,Silver Customers
30,M,45,33000,2018-07-07,2018,2,1,61.25,4,8,61.25,42,4,4,1,441,1,0.32530120481927716,0.033333333333333326,0.24242424242424243,0.03807445809944737,0.016393442622950727,-0.3554108168059889,-0.28358325637745535,0.0951310896615876,1,Silver Customers
31,M,61,98000,2017-11-21,2017,4,5,234.43,9,8,234.43,50,4,8,1,481,1,0.5180722891566265,0.7555555555555556,0.24242424242424243,0.14572726877148487,0.14754098360655732,0.35079233795195436,-0.09879664547131463,-0.1307565708494748,0,Gold Customers
32,F,69,37000,2013-09-18,2013,4,1,32.72,3,8,32.72,100,4,3,3,433,0,0.6144578313253012,0.07777777777777778,0.24242424242424243,0.02033953092267621,0.9672131147540983,-0.18929087315577175,0.6113948224614261,0.3261585623551615,2,Diamond Customers
33,F,54,80000,2017-02-07,2017,3,4,249.4,10,9,249.4,59,4,8,2,482,0,0.4337349397590361,0.5555555555555556,0.2727272727272727,0.15503297714289266,0.29508196721311475,0.13281437874722438,0.03464391848330899,-0.0942724135255521,0,Gold Customers
34,M,39,51000,2014-05-27,2014,1,2,51.91,4,13,51.91,92,5,3,3,533,1,0.2530120481927711,0.23333333333333328,0.3939393939393939,0.03226849175416021,0.8360655737704918,-0.272091067715392,0.5420364797784962,-0.06098566022738702,2,Diamond Customers
35,F,41,41000,2015-09-21,2015,2,1,62.510000000000005,5,15,62.510000000000005,76,6,4,3,643,0,0.27710843373493976,0.12222222222222223,0.4545454545454546,0.03885770409463601,0.5737704918032787,-0.35418554329310525,0.31275698257033246,0.01660321440361974,2,Diamond Customers
36,F,79,48000,2015-04-15,2015,5,2,152.0,8,11,152.0,81,5,6,3,563,0,0.7349397590361446,0.19999999999999996,0.33333333333333337,0.09448681846720001,0.6557377049180328,-0.02509089610647237,0.37117583600536413,0.35734258497076643,2,Diamond Customers
37,F,66,38000,2018-04-08,2018,4,1,56.08,4,5,56.08,45,2,3,1,231,0,0.5783132530120482,0.08888888888888885,0.15151515151515152,0.03486066302395116,0.06557377049180324,-0.16219319503214677,-0.2584431984848578,0.27832633313781996,3,Bronze Customers
38,F,56,52000,2017-06-26,2017,3,2,87.11,6,7,87.11,54,3,5,2,352,0,0.45783132530120485,0.24444444444444446,0.21212121212121213,0.05414964971498548,0.21311475409836067,-0.10879100752428003,-0.09178638527335906,0.09534373963097639,3,Bronze Customers
39,F,39,56000,2014-07-23,2014,1,2,150.23000000000002,8,11,150.23000000000002,90,5,6,3,563,0,0.2530120481927711,0.28888888888888886,0.33333333333333337,0.0933865443311017,0.8032786885245902,-0.21069362215664675,0.5003054675776514,-0.09554650802721526,2,Diamond Customers
40,M,42,96000,2016-01-17,2016,2,5,320.48,10,12,320.48,72,5,8,3,583,1,0.28915662650602414,0.7333333333333333,0.36363636363636365,0.19921799725242276,0.5081967213114753,0.18750612265469077,0.27597086538029,-0.3096628231349302,0,Gold Customers
41,F,78,93000,2016-10-09,2016,5,5,225.54999999999998,9,8,225.54999999999998,63,4,8,2,482,0,0.7228915662650602,0.7000000000000001,0.24242424242424243,0.1402072493768221,0.360655737704918,0.4078921181253037,0.10147064596885877,0.0742164670723114,0,Gold Customers
42,M,45,48000,2017-10-06,2017,2,2,17.0,2,4,17.0,51,2,2,2,222,1,0.32530120481927716,0.19999999999999996,0.12121212121212122,0.010567604696989474,0.16393442622950816,-0.20387299438464274,-0.17978591083930787,0.007337344254857776,1,Silver Customers
43,M,29,50000,2016-04-30,2016,1,2,38.17,3,9,38.17,69,4,3,3,433,1,0.13253012048192772,0.2222222222222222,0.2727272727272727,0.0237273806637699,0.459016393442623,-0.3177009562352668,0.14422875889274359,-0.16235520929073577,1,Silver Customers
44,M,44,35000,2017-09-24,2017,2,1,150.23,8,18,150.23,51,6,6,2,662,1,0.3132530120481928,0.055555555555555525,0.5454545454545454,0.09338654433110169,0.16393442622950816,-0.3904568797138334,-0.03558713749969681,0.07708089155836736,1,Silver Customers
45,M,63,56000,2018-07-13,2018,4,2,121.62,7,9,121.62,42,4,5,1,451,1,0.5421686746987951,0.28888888888888886,0.2727272727272727,0.07560188724987411,0.016393442622950727,-0.030416769027631314,-0.24678477957755993,0.14094903201480016,3,Bronze Customers
46,M,36,56000,2017-12-28,2017,1,2,118.85000000000001,7,7,118.85000000000001,48,3,5,1,351,1,0.21686746987951808,0.28888888888888886,0.21212121212121213,0.07387998930807053,0.11475409836065564,-0.19584151581541964,-0.18553056614284819,-0.13397169765994324,1,Silver Customers
47,F,76,47000,2018-03-14,2018,5,2,22.65,2,4,22.65,46,2,2,1,221,0,0.6987951807228916,0.18888888888888888,0.12121212121212122,0.01407977919922421,0.08196721311475408,-0.012721249946709055,-0.24572847473489626,0.32778844225624865,3,Bronze Customers
48,M,68,87000,2017-08-23,2017,4,5,177.18,8,8,177.18,53,4,7,2,472,1,0.6024096385542169,0.6333333333333333,0.24242424242424243,0.11013930589485854,0.19672131147540983,0.29020715570865324,-0.061939562073085,0.008001709564766084,0,Gold Customers
49,M,75,52000,2015-11-29,2015,5,2,135.54,7,11,135.54,74,5,6,3,563,1,0.6867469879518072,0.24444444444444446,0.33333333333333337,0.08425489062529137,0.540983606557377,-0.011938735821061568,0.26475899516148377,0.2924868147081611,2,Diamond Customers
50,M,67,76000,2017-02-26,2017,4,4,200.78,9,12,200.78,58,5,7,2,572,1,0.5903614457831325,0.5111111111111111,0.36363636363636365,0.12480962770950275,0.2786885245901639,0.16258661308925254,0.04925651959630698,0.06499833276230042,0,Gold Customers
51,M,77,51000,2016-07-30,2016,5,2,23.81,3,10,23.81,66,5,2,3,523,1,0.710843373493976,0.23333333333333328,0.30303030303030304,0.014800862813842316,0.4098360655737705,-0.006094927332243102,0.12532900674047384,0.3209562436596524,3,Bronze Customers
52,M,76,64000,2014-08-31,2014,5,3,110.92,6,8,110.92,89,4,5,3,453,1,0.6987951807228916,0.37777777777777777,0.24242424242424243,0.06895051252882779,0.7868852459016393,0.11222349657909002,0.4699766375413297,0.2334047504908478,2,Diamond Customers
53,M,57,98000,2018-02-07,2018,3,5,27.24,3,1,27.24,47,1,2,1,121,1,0.4698795180722891,0.7555555555555556,0.030303030303030304,0.01693303246741137,0.09836065573770492,0.349543123580347,-0.23154201160163487,-0.16842937255890544,0,Gold Customers
54,F,53,72000,2016-07-06,2016,3,4,167.88,8,9,167.88,66,4,7,3,473,0,0.42168674698795183,0.4666666666666667,0.2727272727272727,0.10435820450179958,0.4098360655737705,0.04592456560486236,0.13044775748476825,-0.05313439409694162,2,Diamond Customers
55,F,53,117000,2016-12-31,2016,3,5,303.2,10,10,303.2,60,5,8,2,582,0,0.42168674698795183,0.9666666666666667,0.30303030303030304,0.1884763378898358,0.3114754098360656,0.4645211838081978,0.08971378022166947,-0.32411137562841846,0,Gold Customers
56,F,53,55000,2017-10-26,2017,3,2,20.18,2,8,20.18,50,4,2,1,421,0,0.42168674698795183,0.2777777777777778,0.24242424242424243,0.012544368399132212,0.14754098360655732,-0.10698672695023563,-0.14546321640999793,0.0494605270846315,3,Bronze Customers
57,F,61,112000,2017-11-10,2017,4,5,67.25,5,2,67.25,50,1,4,1,141,0,0.5180722891566265,0.9111111111111111,0.06060606060606061,0.04180420093367895,0.14754098360655732,0.5000209154999194,-0.16148337353273487,-0.21076522805472936,0,Gold Customers
58,F,67,77000,2016-09-10,2016,4,4,155.73,8,8,155.73,64,4,6,3,463,0,0.5903614457831325,0.5222222222222223,0.24242424242424243,0.09680547526248064,0.3770491803278688,0.1863911347338888,0.09719638195153713,0.059404050265522056,0,Gold Customers
59,F,58,85000,2018-01-25,2018,3,4,290.42,10,15,290.42,47,6,8,1,681,0,0.4819277108433735,0.6111111111111112,0.4545454545454546,0.18053198565292256,0.09836065573770492,0.18232595557992173,-0.0786667080596465,-0.08305363390183965,0,Gold Customers
60,F,46,36000,2018-06-29,2018,2,1,17.13,2,4,17.13,42,2,2,1,221,0,0.3373493975903614,0.06666666666666665,0.12121212121212122,0.010648415791731158,0.016393442622950727,-0.30441764227257384,-0.32541719498767463,0.0869123226526083,1,Silver Customers
61,M,30,41000,2017-12-02,2017,1,1,11.95,1,4,11.95,49,2,1,1,211,1,0.14457831325301204,0.12222222222222223,0.12121212121212122,0.007428404478177895,0.13114754098360648,-0.36364403647472404,-0.22084285789541674,-0.10416190037747192,1,Silver Customers
62,M,59,89000,2017-08-20,2017,3,5,45.400000000000006,4,2,45.400000000000006,53,1,3,2,132,1,0.49397590361445787,0.6555555555555556,0.06060606060606061,0.028221720779018952,0.19672131147540983,0.273256745993784,-0.13415246984970663,-0.09406291833992242,0,Gold Customers
63,M,51,41000,2015-12-31,2015,2,1,75.96000000000001,5,18,75.96000000000001,73,6,4,3,643,1,0.3975903614457831,0.12222222222222223,0.5454545454545454,0.0472185442813718,0.5245901639344261,-0.30284219894765924,0.3024631117829437,0.11914336737134801,2,Diamond Customers
64,M,27,35000,2018-01-10,2018,1,1,29.56,3,7,29.56,48,3,2,1,321,1,0.10843373493975902,0.055555555555555525,0.21212121212121213,0.018375199696647578,0.11475409836065564,-0.45117966996910747,-0.2091472575869708,-0.09835960094246918,1,Silver Customers
65,M,40,53000,2018-02-27,2018,2,2,8.17,1,4,8.17,46,2,1,1,211,1,0.2650602409638554,0.25555555555555554,0.12121212121212122,0.005078666492612001,0.08196721311475408,-0.18830110184911653,-0.25483091091012866,-0.07355797569299442,1,Silver Customers
66,F,73,91000,2018-04-19,2018,5,5,109.16,6,4,109.16,45,2,5,1,251,0,0.6626506024096386,0.6777777777777777,0.12121212121212122,0.06785645463078653,0.06557377049180324,0.3778795397380307,-0.2252811503056126,0.03418194497923243,0,Gold Customers
67,F,74,107000,2015-12-24,2015,5,5,298.3,10,10,298.3,73,5,8,3,583,0,0.674698795180723,0.8555555555555555,0.30303030303030304,0.18543038124188002,0.5245901639344261,0.5013636565549092,0.2880414213497507,-0.04904788642861028,0,Gold Customers
68,M,42,66000,2015-11-21,2015,2,3,136.94,7,7,136.94,74,3,6,3,363,1,0.28915662650602414,0.4,0.21212121212121213,0.08512516395327874,0.540983606557377,-0.07468053512945927,0.22177563019676885,-0.12842057614288646,2,Diamond Customers
69,M,78,58000,2015-11-11,2015,5,3,126.94,7,10,126.94,74,5,6,3,563,1,0.7228915662650602,0.3111111111111111,0.30303030303030304,0.07890892589622611,0.540983606557377,0.06683156077746603,0.2591564280513461,0.28734217175986826,2,Diamond Customers
70,F,54,53000,2016-12-25,2016,3,2,57.03,4,18,57.03,61,6,4,2,642,0,0.4337349397590361,0.25555555555555554,0.5454545454545454,0.03545120563937116,0.3278688524590163,-0.1694911434124597,0.1277026864380486,0.0776002187833574,2,Diamond Customers
71,F,70,74000,2018-06-13,2018,5,4,0.0,1,0,0.0,43,1,1,1,111,0,0.6265060240963856,0.48888888888888893,0.0,0.0,0.032786885245901565,0.21670304056964043,-0.31732722106412153,0.10536476757809878,3,Bronze Customers
72,F,49,57000,2017-04-08,2017,2,2,184.78,9,10,184.78,57,5,7,2,572,0,0.37349397590361444,0.30000000000000004,0.30303030303030304,0.11486364681821853,0.2622950819672131,-0.11814462584379978,-0.007629758125226556,-0.006781353852640098,1,Silver Customers
73,F,62,57000,2018-04-10,2018,4,2,0.0,1,0,0.0,45,1,1,1,111,0,0.5301204819277109,0.30000000000000004,0.0,0.0,0.06557377049180324,0.008317983518269092,-0.30171785329087497,0.12461472173816016,3,Bronze Customers
74,M,64,70000,2017-03-05,2017,4,3,140.34,7,9,140.34,58,4,6,2,462,1,0.5542168674698795,0.4444444444444444,0.2727272727272727,0.08723868489267664,0.2786885245901639,0.09954219847232244,0.009003368309749456,0.07036239862643631,3,Bronze Customers
75,F,89,87000,2017-11-14,2017,5,5,248.63,10,9,248.63,50,4,8,1,481,0,0.8554216867469879,0.6333333333333333,0.2727272727272727,0.1545543268124996,0.14754098360655732,0.42440182993388376,-0.08565868100799184,0.21925780112573487,0,Gold Customers
76,M,73,51000,2018-04-01,2018,5,2,23.43,2,6,23.43,45,3,2,1,321,1,0.6626506024096386,0.23333333333333328,0.18181818181818182,0.014564645767674318,0.06557377049180324,-0.00425824807462136,-0.23832421821987204,0.274593095814272,3,Bronze Customers
77,F,50,93000,2017-05-06,2017,2,5,297.29,10,12,297.29,56,5,8,2,582,0,0.3855421686746988,0.7000000000000001,0.36363636363636365,0.1848025411981177,0.24590163934426224,0.21608889897869213,0.03089412343999663,-0.21224143593147848,0,Gold Customers
78,F,90,98000,2015-12-10,2015,5,5,80.03,5,3,80.03,73,1,4,3,143,0,0.8674698795180724,0.7555555555555556,0.09090909090909091,0.049748553170592215,0.5245901639344261,0.5433599153917823,0.20093246757997274,0.17088054987141435,0,Gold Customers
79,F,68,84000,2016-07-31,2016,4,4,34.04,3,2,34.04,65,1,3,3,133,0,0.6024096385542169,0.6,0.06060606060606061,0.021160074346207158,0.39344262295081966,0.27949370380917005,0.047916651738575095,0.029406362444017328,0,Gold Customers
80,M,60,64000,2017-02-06,2017,4,3,44.14,4,12,44.14,59,5,3,2,532,1,0.5060240963855421,0.37777777777777777,0.36363636363636365,0.027438474783830318,0.29508196721311475,-0.0009318840714930973,0.04389686438154229,0.07044552525536638,3,Bronze Customers
81,M,45,54000,2017-08-15,2017,2,2,11.51,1,4,11.51,53,2,1,2,212,1,0.32530120481927716,0.2666666666666666,0.12121212121212122,0.00715489000366758,0.19672131147540983,-0.14970446859560457,-0.14529962363220394,-0.02756427886319479,1,Silver Customers
82,M,66,49000,2016-01-24,2016,4,2,200.93,9,18,200.93,72,6,7,3,673,1,0.5783132530120482,0.21111111111111114,0.5454545454545454,0.12490287128035854,0.5081967213114753,-0.12661923429158556,0.305796938297469,0.2198962760313007,2,Diamond Customers
83,F,19,73000,2016-10-15,2016,1,4,202.75,9,11,202.75,63,5,7,2,572,0,0.012048192771084348,0.47777777777777775,0.33333333333333337,0.12603422660674213,0.360655737704918,-0.168836829499293,0.09650179472363088,-0.4057343047390252,1,Silver Customers
84,F,66,58000,2018-02-16,2018,4,3,163.53,8,10,163.53,47,5,7,1,571,0,0.5783132530120482,0.3111111111111111,0.30303030303030304,0.10165414094698169,0.09836065573770492,0.0025314143630038445,-0.1549962856635986,0.15952994469129567,3,Bronze Customers
85,F,72,72000,2016-08-11,2016,5,4,201.92,9,12,201.92,65,5,7,3,573,0,0.6506024096385542,0.4666666666666667,0.36363636363636365,0.12551827884800673,0.39344262295081966,0.15504907939811644,0.1550795873787559,0.1405904735014597,0,Gold Customers
86,M,76,63000,2016-04-07,2016,5,3,224.76,9,13,224.76,69,5,8,3,583,1,0.6987951807228916,0.3666666666666667,0.3939393939393939,0.13971616657031496,0.459016393442623,0.09256220929414392,0.22291527710601314,0.23482427720478774,2,Diamond Customers
87,M,52,78000,2017-05-15,2017,3,4,117.92,7,6,117.92,56,3,5,2,352,1,0.40963855421686746,0.5333333333333333,0.18181818181818182,0.07330187916876464,0.24590163934426224,0.11055004381881292,-0.05257078152331582,-0.10024146408385776,0,Gold Customers
88,M,55,31000,2017-12-10,2017,3,1,30.729999999999997,3,5,30.729999999999997,49,2,2,1,221,1,0.4457831325301205,0.011111111111111072,0.15151515151515152,0.019102499549322735,0.13114754098360648,-0.29977070633811076,-0.20775068103007657,0.20924463647900698,3,Bronze Customers
89,F,39,60000,2017-09-19,2017,1,3,705.5,10,12,705.5,52,5,8,2,582,0,0.2530120481927711,0.33333333333333337,0.36363636363636365,0.4385555949250632,0.180327868852459,-0.1357150732846579,-0.03250563406151809,-0.14487888095413318,1,Silver Customers
