,comp1,comp2,comp3
0,0.45580282814940454,-0.09149197579411143,-0.2709808145861505
1,0.45733039783890367,-0.015918994835143762,0.0030678713066801646
2,0.15521987218811303,-0.2708550131433704,0.10840057663281046
3,-0.02268012826569341,-0.23954986442860302,0.17948157309531984
4,-0.08805094034279108,-0.19888432673246373,0.12127268460846914
5,-0.025306154401102097,-0.12751246117412468,0.11588430084416959
6,-0.3829238641667849,0.5384026751042338,-0.16576375710240399
7,0.09670653643944083,0.19832540554667716,0.044888710788109736
8,-0.16312731022176202,0.3978568974106725,0.02714957270820593
9,-0.18593800504008426,-0.21517766689045836,0.16492503403482472
10,-0.1771372284708799,-0.27618634177561224,0.21674642196446267
11,-0.07405576045019988,0.23673815801609402,-0.1800590772376765
12,0.3912272002701879,-0.0776149858542617,-0.1114368317446012
13,0.204962705207062,-0.04069934516227289,0.20536338317815242
14,-0.05068951291799044,0.6278159411679067,-0.14112955591610893
15,0.24511696181606968,-0.26105993295060487,-0.12066673294897116
16,-0.24850642751370539,-0.17063531512393418,-0.13788756382328735
17,-0.08291967904471143,-0.18838853922856072,-0.048468700409093526
18,-0.21396297315067392,0.378087383374308,0.198054045655196
19,0.35411287705657546,0.49561345720249256,-0.050615942723421445
20,-0.12103559355077198,-0.1483709735600089,0.06582614836107133
21,-0.15344752861279148,-0.14575332243273292,-0.35877011268954034
22,0.5031301814501544,-0.1440575004553555,0.2819035116077559
23,-0.4121789303324961,0.11107387557856128,0.05054234846111752
24,-0.011217633021934723,0.16483677932288301,0.19933315486545025
25,0.017731684234100972,0.540851425777926,0.00535673009794171
26,-0.2476350992192372,-0.006416595857965744,-0.2689048576383258
27,-0.11657417321068043,0.24700770047758577,0.3620311485073682
28,-0.5537527725528926,0.07009518822484807,-0.13664719697116873
29,-0.3554108168059889,-0.28358325637745535,0.0951310896615876
30,0.35079233795195436,-0.09879664547131463,-0.1307565708494748
31,-0.18929087315577175,0.6113948224614261,0.3261585623551615
32,0.13281437874722438,0.03464391848330899,-0.0942724135255521
33,-0.272091067715392,0.5420364797784962,-0.06098566022738702
34,-0.35418554329310525,0.31275698257033246,0.01660321440361974
35,-0.02509089610647237,0.37117583600536413,0.35734258497076643
36,-0.16219319503214677,-0.2584431984848578,0.27832633313781996
37,-0.10879100752428003,-0.09178638527335906,0.09534373963097639
38,-0.21069362215664675,0.5003054675776514,-0.09554650802721526
39,0.18750612265469077,0.27597086538029,-0.3096628231349302
40,0.4078921181253037,0.10147064596885877,0.0742164670723114
41,-0.20387299438464274,-0.17978591083930787,0.007337344254857776
42,-0.3177009562352668,0.14422875889274359,-0.16235520929073577
43,-0.3904568797138334,-0.03558713749969681,0.07708089155836736
44,-0.030416769027631314,-0.24678477957755993,0.14094903201480016
45,-0.19584151581541964,-0.18553056614284819,-0.13397169765994324
46,-0.012721249946709055,-0.24572847473489626,0.32778844225624865
47,0.29020715570865324,-0.061939562073085,0.008001709564766084
48,-0.011938735821061568,0.26475899516148377,0.2924868147081611
49,0.16258661308925254,0.04925651959630698,0.06499833276230042
50,-0.006094927332243102,0.12532900674047384,0.3209562436596524
51,0.11222349657909002,0.4699766375413297,0.2334047504908478
52,0.349543123580347,-0.23154201160163487,-0.16842937255890544
53,0.04592456560486236,0.13044775748476825,-0.05313439409694162
54,0.4645211838081978,0.08971378022166947,-0.32411137562841846
55,-0.10698672695023563,-0.14546321640999793,0.0494605270846315
56,0.5000209154999194,-0.16148337353273487,-0.21076522805472936
57,0.1863911347338888,0.09719638195153713,0.059404050265522056
58,0.18232595557992173,-0.0786667080596465,-0.08305363390183965
59,-0.30441764227257384,-0.32541719498767463,0.0869123226526083
60,-0.36364403647472404,-0.22084285789541674,-0.10416190037747192
61,0.273256745993784,-0.13415246984970663,-0.09406291833992242
62,-0.30284219894765924,0.3024631117829437,0.11914336737134801
63,-0.45117966996910747,-0.2091472575869708,-0.09835960094246918
64,-0.18830110184911653,-0.25483091091012866,-0.07355797569299442
65,0.3778795397380307,-0.2252811503056126,0.03418194497923243
66,0.5013636565549092,0.2880414213497507,-0.04904788642861028
67,-0.07468053512945927,0.22177563019676885,-0.12842057614288646
68,0.06683156077746603,0.2591564280513461,0.28734217175986826
69,-0.1694911434124597,0.1277026864380486,0.0776002187833574
70,0.21670304056964043,-0.31732722106412153,0.10536476757809878
71,-0.11814462584379978,-0.007629758125226556,-0.006781353852640098
72,0.008317983518269092,-0.30171785329087497,0.12461472173816016
