,age_norm,inc_norm,f_norm,m_norm,t_norm
0,0.4457831325301205,0.9111111111111111,0.09090909090909091,0.047871249277362325,0.21311475409836067
1,0.6867469879518072,0.7777777777777778,0.21212121212121213,0.09900602353467727,0.24590163934426224
2,0.6024096385542169,0.4444444444444444,0.09090909090909091,0.03588634230336485,0.0491803278688524
3,0.5662650602409639,0.25555555555555554,0.09090909090909091,0.02264575524184274,0.09836065573770492
4,0.4819277108433735,0.23333333333333328,0.09090909090909091,0.009709763845116211,0.14754098360655732
5,0.5180722891566265,0.30000000000000004,0.18181818181818182,0.05317991657808527,0.180327868852459
6,0.0963855421686747,0.1777777777777778,0.2727272727272727,0.0349476903567499,0.8852459016393444
7,0.5301204819277109,0.4555555555555556,0.24242424242424243,0.09961521486426843,0.49180327868852447
8,0.37349397590361444,0.24444444444444446,0.21212121212121213,0.08958220664018547,0.7377049180327868
9,0.4698795180722891,0.1333333333333333,0.15151515151515152,0.011873014688970528,0.11475409836065564
10,0.5180722891566265,0.1111111111111111,0.15151515151515152,0.01291734268255537,0.0491803278688524
11,0.2650602409638554,0.4555555555555556,0.48484848484848486,0.18690984589945855,0.4426229508196722
12,0.5542168674698795,0.7777777777777778,0.21212121212121213,0.1313428939074651,0.180327868852459
13,0.7228915662650602,0.4555555555555556,0.24242424242424243,0.09663763683494023,0.2295081967213114
14,0.28915662650602414,0.43333333333333335,0.15151515151515152,0.05681641584146106,1.0
15,0.45783132530120485,0.6444444444444445,0.09090909090909091,0.04700719218743201,0.0491803278688524
16,0.18072289156626506,0.24444444444444446,0.15151515151515152,0.011127066122124211,0.16393442622950816
17,0.3373493975903614,0.3222222222222222,0.030303030303030304,0.001790276560431158,0.180327868852459
18,0.49397590361445787,0.12222222222222223,0.2727272727272727,0.03237416780113011,0.7049180327868851
19,0.5903614457831325,0.7333333333333333,0.24242424242424243,0.12860153292430485,0.7868852459016393
20,0.42168674698795183,0.24444444444444446,0.15151515151515152,0.011649230118916633,0.180327868852459
21,0.048192771084337366,0.4444444444444444,0.18181818181818182,0.0661283404509259,0.16393442622950816
22,0.9397590361445785,0.6555555555555556,0.12121212121212122,0.050923422163375164,0.14754098360655732
23,0.2650602409638554,0.033333333333333326,0.33333333333333337,0.025449278605573476,0.4098360655737705
24,0.6144578313253012,0.30000000000000004,0.42424242424242425,0.13271046628001665,0.39344262295081966
25,0.45783132530120485,0.4222222222222223,0.2727272727272727,0.1042276635026015,0.8524590163934427
26,0.0963855421686747,0.3666666666666667,0.5151515151515151,0.045614754862652214,0.19672131147540983
27,0.6867469879518072,0.1111111111111111,0.30303030303030304,0.09668115050133959,0.540983606557377
28,0.02409638554216867,0.0,0.24242424242424243,0.018580335552530317,0.4098360655737705
29,0.32530120481927716,0.033333333333333326,0.24242424242424243,0.03807445809944737,0.016393442622950727
30,0.5180722891566265,0.7555555555555556,0.24242424242424243,0.14572726877148487,0.14754098360655732
31,0.6144578313253012,0.07777777777777778,0.24242424242424243,0.02033953092267621,0.9672131147540983
32,0.4337349397590361,0.5555555555555556,0.2727272727272727,0.15503297714289266,0.29508196721311475
33,0.2530120481927711,0.23333333333333328,0.3939393939393939,0.03226849175416021,0.8360655737704918
34,0.27710843373493976,0.12222222222222223,0.4545454545454546,0.03885770409463601,0.5737704918032787
35,0.7349397590361446,0.19999999999999996,0.33333333333333337,0.09448681846720001,0.6557377049180328
36,0.5783132530120482,0.08888888888888885,0.15151515151515152,0.03486066302395116,0.06557377049180324
37,0.45783132530120485,0.24444444444444446,0.21212121212121213,0.05414964971498548,0.21311475409836067
38,0.2530120481927711,0.28888888888888886,0.33333333333333337,0.0933865443311017,0.8032786885245902
39,0.28915662650602414,0.7333333333333333,0.36363636363636365,0.19921799725242276,0.5081967213114753
40,0.7228915662650602,0.7000000000000001,0.24242424242424243,0.1402072493768221,0.360655737704918
41,0.32530120481927716,0.19999999999999996,0.12121212121212122,0.010567604696989474,0.16393442622950816
42,0.13253012048192772,0.2222222222222222,0.2727272727272727,0.0237273806637699,0.459016393442623
43,0.3132530120481928,0.055555555555555525,0.5454545454545454,0.09338654433110169,0.16393442622950816
44,0.5421686746987951,0.28888888888888886,0.2727272727272727,0.07560188724987411,0.016393442622950727
45,0.21686746987951808,0.28888888888888886,0.21212121212121213,0.07387998930807053,0.11475409836065564
46,0.6987951807228916,0.18888888888888888,0.12121212121212122,0.01407977919922421,0.08196721311475408
47,0.6024096385542169,0.6333333333333333,0.24242424242424243,0.11013930589485854,0.19672131147540983
48,0.6867469879518072,0.24444444444444446,0.33333333333333337,0.08425489062529137,0.540983606557377
49,0.5903614457831325,0.5111111111111111,0.36363636363636365,0.12480962770950275,0.2786885245901639
50,0.710843373493976,0.23333333333333328,0.30303030303030304,0.014800862813842316,0.4098360655737705
51,0.6987951807228916,0.37777777777777777,0.24242424242424243,0.06895051252882779,0.7868852459016393
52,0.4698795180722891,0.7555555555555556,0.030303030303030304,0.01693303246741137,0.09836065573770492
53,0.42168674698795183,0.4666666666666667,0.2727272727272727,0.10435820450179958,0.4098360655737705
54,0.42168674698795183,0.9666666666666667,0.30303030303030304,0.1884763378898358,0.3114754098360656
55,0.42168674698795183,0.2777777777777778,0.24242424242424243,0.012544368399132212,0.14754098360655732
56,0.5180722891566265,0.9111111111111111,0.06060606060606061,0.04180420093367895,0.14754098360655732
57,0.5903614457831325,0.5222222222222223,0.24242424242424243,0.09680547526248064,0.3770491803278688
58,0.4819277108433735,0.6111111111111112,0.4545454545454546,0.18053198565292256,0.09836065573770492
59,0.3373493975903614,0.06666666666666665,0.12121212121212122,0.010648415791731158,0.016393442622950727
60,0.14457831325301204,0.12222222222222223,0.12121212121212122,0.007428404478177895,0.13114754098360648
